Id,Name,Age
Q68307,Theodor Kliefoth,34
Q68309,Johann Christoph Wagenseil,29
Q68312,Robert Hartmann,40
Q68313,Narayan Sitaram Phadke,29
Q68314,Heinrich Scheuch,15
Q68316,Friederike Caroline Neuber,14
Q68317,Samuel Heinicke,25
Q68320,Johann Christoph Gatterer,28
Q68325,Gottfried Kinkel,19
Q68331,"Leopold Wilhelm, Margrave of Baden-Baden",26
Q68334,Friedrich August von Staegemann,37
Q68335,Humbert of Silva Candida,18
Q68337,Adolf von Schwarzenberg,34
Q68343,Ernst Schwarz,26
Q68344,Gustav Neidlinger,29
Q68346,Maria Müller,24
Q68348,Georg Andreas Böckler,18
Q68351,August von Senarclens de Grancy,36
Q68353,Johann Georg Halske,33
Q68359,Patriarch Athenagoras I of Constantinople,37
Q68360,Heinrich Bruns,25
Q68362,Guido Henckel von Donnersmarck,21
Q68365,Sepp Weiler,30
Q68368,Walter Reppe,23
Q68370,Hans Steinhoff,23
Q68375,George Engel,16
Q68377,"Philip II, Landgrave of Hesse-Rheinfels",30
Q68381,Dietrich Tiedemann,23
Q68383,Georg Heinrich Pertz,37
Q68386,Heinrich Graf von Lehndorff-Steinort,40
Q68394,Helmut Hirsch,29
Q68400,Andreas Hillgruber,36
Q68402,Friedrich Wilhelm Adami,21
Q68404,Julius von Bernuth,39
Q68407,Xaver Unsinn,34
Q68409,Walter Peterhans,22
Q68415,Shripad Narayan Pendse,29
Q68419,Ehrenfried Patzel,30
Q68421,Lorenz Diefenbach,27
Q68424,Emil Leeb,23
Q68427,Bruno Beger,18
Q68433,Adolf of Altena,38
Q68436,Adolf Wallenberg,38
Q68438,Cecil von Renthe-Fink,16
Q68441,Rumold Mercator,26
Q68443,Julius Neubronner,19
Q68450,Heinz Felfe,33
Q68452,Kurt von der Chevallerie,16
Q68455,Heinrich Frey,31
Q68461,"Frederick William III, Duke of Saxe-Altenburg",22
Q68463,Grigory Romanov,26
Q68465,Julius Bab,32
Q68468,Otto Sander,15
Q68470,Franz Carl Mertens,39
Q68473,Hermann Uhde,38
Q68476,Johann Geiler von Kaisersberg,18
Q68479,Friedrich Ritter,39
Q68482,Michael I Cerularius,36
Q68483,Emil Hübner,31
Q68486,Charlotte von Mahlsdorf,23
Q68488,Günther Landgraf,14
Q68490,Hermann of Reichenau,29
Q68491,Heinrich Dressel,15
Q68493,Gottlieb Wilhelm Bischoff,25
Q68495,Georg Friedrich Nicolai,22
Q68499,Friedrich von Hausen,24
Q68501,Elisabeth Langgässer,18
Q68503,Paul Gerson Unna,28
Q68505,Hans Lewy,34
Q68507,Oswald Teichmüller,39
Q68508,Malcolm III of Scotland,39
Q68510,Max Steenbeck,27
Q68512,Theodor Schneider,39
Q68514,Philipp Furtwängler,40
Q68516,Fritz Houtermans,19
Q68519,Adolf Kneser,30
Q68521,Alfred Enneper,33
Q68523,Philipp Apian,20
Q68525,Stephan Cohn-Vossen,24
Q68527,Fritz Noether,16
Q68529,Samuel de Champlain,17
Q68531,Leo Königsberger,34
Q68533,Arthur Korn,26
Q68536,Karl Stein,31
Q68537,Lyudmila Gurchenko,32
Q68539,Martin Löb,16
Q68541,Bernd Fischer,29
Q68542,Otto Blumenthal,21
Q68543,Clarence Clemons,26
Q68545,Friedrich Hartogs,18
Q68547,Paul Gustav Heinrich Bachmann,33
Q68550,Grete Hermann,23
Q68551,Eduard Study,40
Q68553,Eugen Netto,23
Q68554,Hans Rademacher,34
Q68556,Heinrich Kayser,18
Q68559,Ernst Witt,35
Q68560,Princess Maria Christina of Saxony,35
Q68563,Ralf Waldmann,30
Q68567,Salomea of Berg,37
Q68569,Johan Maurits Mohr,30
Q68571,Paul Nitsche,27
Q68575,"Hermann II, Landgrave of Thuringia",33
Q68577,Vladimir Vasilkovich,36
Q68582,Ilse Werner,18
Q68584,Hubert von Luschka,30
Q68586,Rudolph Dirks,32
Q68588,Wilhelm Mannhardt,17
Q68590,Otto von Stülpnagel,16
Q68596,Werner Heyde,28
Q68598,Saint Mechtilde,38
Q68601,"Frederick Christian, Count of Schaumburg-Lippe",21
Q68604,Friedrich L. Bauer,25
Q68608,Joachim Jeremias,23
Q68613,Friedrich Bayer,14
Q68615,Anna Marie Hahn,25
Q68616,Justus Carl Hasskarl,16
Q68618,Friedrich Blume,19
Q68620,"Ernest Leopold, Landgrave of Hesse-Rotenburg",36
Q68621,Béla Barényi,28
Q68625,Heinrich Nordhoff,39
Q68629,Friedrich Gogarten,22
Q68631,Rogier van der Weyden,27
Q68632,Berthold I of Istria,14
Q68635,"Philip II, Count of Schaumburg-Lippe",23
Q68637,Joseph Friedrich Nicolaus Bornmüller,24
Q68639,Lorenz Hackenholt,17
Q68643,Robert Ritter,24
Q68645,Eduard Gans,40
Q68652,"Frederick IV, Duke of Brunswick-Lüneburg",31
Q68654,Wolfgang Preiss,14
Q68656,Walter Blume,16
Q68658,Marie of Baden-Sponheim,25
Q68661,Lothar Thoms,21
Q68666,"John Ernest, Duke of Saxe-Eisenach",33
Q68668,"Henry II, Duke of Limburg",34
Q68670,Hermann Schubert,16
Q68673,"William Louis, Prince of Anhalt-Köthen",35
Q68675,Martin Zeiler,31
Q68679,"Eric I, Duke of Saxe-Lauenburg",23
Q68683,"Augustus William, Duke of Brunswick-Bevern",19
Q68686,Walter Rethel,36
Q68691,Adolf Tortilowicz von Batocki-Friebe,26
Q68697,Max Rubner,40
Q68699,"George John I, Count Palatine of Veldenz",18
Q68701,Hermann Becker-Freyseng,27
Q68705,Eduard Seler,28
Q68707,Otto Moll,37
Q68710,Heinrich Paulus,35
Q68712,Gerlach I of Nassau,39
Q68717,Frederick Tuta,39
Q68721,Hanns Kerrl,30
Q68726,Wilhelm Fliess,40
Q68731,Bernhard Rensch,15
Q68736,Violante Beatrice of Bavaria,32
Q68738,Hermann Müller,16
Q68741,Günter Sawitzki,29
Q68743,Hannelore Kohl,21
Q68746,Benno von Arent,22
Q68748,Dietrich Stobbe,29
Q68751,Johann von Leers,15
Q68753,Oscar Hertwig,32
Q68757,Moritz Wagner,35
Q68761,Elsa Einstein,37
Q68764,Albin Stepowicz,17
Q68765,Klaus-Dieter Sieloff,23
Q68768,Carl von Gontard,36
Q68771,Prince Josias of Coburg,36
Q68774,Hermann Muhs,21
Q68775,Hermano Pule,15
Q68786,Bernhard Weiss,30
Q68788,Olga Oelkers,24
Q68791,Henry Thode,26
Q68793,Emil Haussmann,38
Q68798,Ignaz Heinrich von Wessenberg,35
Q68800,Johann Christian Konrad von Hofmann,40
Q68802,Wolfgang Mommsen,23
Q68805,Karl Ludwig von Knebel,27
Q68812,Ludwig Lange,37
Q68815,Christian Felix Weiße,18
Q68818,Paul Laband,16
Q68820,Fritz August Breuhaus,29
Q68824,Julius Langbehn,40
Q68828,Karl Friedrich von Savigny,24
Q68830,Heinz Auerswald,21
Q68832,Erhard Krack,23
Q68837,Albert Schwegler,18
Q68839,Rudi Hoffmann,30
Q68848,August Wilhelm Zumpt,14
Q68851,Adolf III of the Marck,28
Q68857,Ernst Degner,25
Q68863,Ernst Ludwig Gerber,35
Q68865,Melitta Schenk Gräfin von Stauffenberg,20
Q68868,David Hollatz,14
Q68870,Gustav Gröber,25
Q68872,Margrit Kennedy,34
Q68876,Andreas Kirchner,15
Q68878,Alfred Herrhausen,39
Q68880,Arminius,39
Q68882,Theodor Leutwein,28
Q68885,Erwin Blask,14
Q68890,Sardar Muhammad Ibrahim Khan,24
Q68898,Brigitte Horney,39
Q68901,August Wilhelm Knoch,21
Q68905,Adam Falckenhagen,24
Q68907,Carl F. W. Borgward,33
Q68911,Elisabeth Rethberg,31
Q68913,Johannes Max Proskauer,39
Q68918,Princess Theresa of Bavaria,18
Q68922,"Henry, Duke of Saxe-Römhild",28
Q68924,Ludwig Lange,23
Q68935,Johan Adam Pollich,38
Q68938,Karl Wilhelm Rosenmund,18
Q68942,Werner Rothmaler,37
Q68945,Friedrich August Georg Bitter,15
Q68948,Gustav von Alvensleben,16
Q68949,Alfred Rehder,31
Q68952,"Louis IV, Landgrave of Hesse-Marburg",15
Q68954,Fritz Hippler,17
Q68963,Jürgen Bartsch,14
Q68966,Heinz Barth,38
Q68968,Hermann Friedmann,31
Q68976,Christian Gottlieb Kratzenstein,31
Q68983,Wolfgang Falck,39
Q68984,Wanda Klaff,40
Q68987,Heinrich Landesmann,26
Q69000,Hans Bender,27
Q69006,Martin Gottfried Weiss,26
Q69013,Fritz Honka,24
Q69019,Jakob Bernays,27
Q69022,Jean Baptista von Schweitzer,20
Q69024,Ulrich Zasius,40
Q69028,Friedrich Gottlieb Welcker,26
Q69033,Heinrich Held,31
Q69039,Albert Stohr,36
Q69045,Ernst Albrecht,35
Q69049,Peter Lambeck,16
Q69051,Gebhard Müller,38
Q69054,Arno Lustiger,39
Q69057,Christian I,37
Q69069,Karl-Heinz Kurras,22
Q69078,Helmut Ringelmann,37
Q69080,Karl Samuel Leberecht Hermann,28
Q69087,Gorch Fock,28
Q69088,Hans-Christoph Seebohm,25
Q69094,Ralph Giordano,20
Q69097,Hermann Buse,16
Q69098,Paul Lücke,18
Q69100,Ludwig Vörg,36
Q69102,Friedrich Hitzig,16
Q69103,Hassan II,33
Q69110,Ernst Stuhlinger,31
Q69115,Hermann Höcherl,28
Q69117,Claus Harms,33
Q69120,Hans Koschnick,19
Q69124,Gotthard Handrick,24
Q69127,Carl Carls,30
Q69130,Heinrich Krone,21
Q69137,"Anthony Günther, Count of Oldenburg",29
Q69142,Carl Göring,29
Q69145,Kurt Gscheidle,35
Q69149,Paul Melchers,35
Q69151,Nicolaus Reimers,40
Q69154,Konrad Hesse,28
Q69159,Wolfgang Staudte,19
Q69163,Herbert Kegel,20
Q69166,Wolfgang Abendroth,24
Q69169,Ernst Krieck,35
Q69171,Helmut Käutner,37
Q69176,Otto Truchsess von Waldburg,28
Q69178,Luise Rinser,15
Q69179,Georg Theodor August Gaffky,32
Q69181,Carl Friedrich von Siemens,17
Q69183,Ernst-Wolfgang Böckenförde,32
Q69187,Friedrich Kittler,23
Q69189,Wilhelm Eduard Albrecht,34
Q69192,Joseph Rosemeyer,14
Q69195,Hans Ferdinand Mayer,16
Q69197,Georg Dertinger,15
Q69198,Anton Ackermann,27
Q69201,Reinhard Sorge,39
Q69205,Horst Ademeit,40
Q69207,Ernst Friedrich Zwirner,28
Q69209,Max Trapp,25
Q69217,Leopold Jessner,15
Q69218,Frédéric Back,36
Q69221,Karl Wilhelm Scheibler,14
Q69223,Friedrich Scherfke,36
Q69226,Erwin Casmir,35
Q69228,Klaus Patau,30
Q69230,Hans-Heinrich Sievert,35
Q69232,Walther Schreiber,19
Q69236,Theo Lingen,38
Q69238,Hermann von Rosenberg,23
Q69241,Adolf III of Holstein,39
Q69242,"John V, Duke of Saxe-Lauenburg",25
Q69244,Hans Ritter von Seisser,30
Q69246,Paul Flechsig,28
Q69247,"Louis Augustus, Duke of Anhalt-Köthen",40
Q69249,"Albert V, Duke of Saxe-Coburg",32
Q69251,Gert Bastian,23
Q69253,Konrad Wimpina,40
Q69255,"Frederick Augustus, Prince of Anhalt-Zerbst",22
Q69257,Paul Schultze-Naumburg,25
Q69258,Johann André,40
Q69260,August Bier,32
Q69261,Casimir Christoph Schmidel,25
Q69266,Rolf Köhler,19
Q69270,Klaus Bonhoeffer,23
Q69272,Erna Wallisch,31
Q69275,Erwin Finlay-Freundlich,19
Q69278,Adalbert Geheeb,25
Q69281,Gustav Seyffarth,21
Q69286,James Wirth,27
Q69289,Franz Böhm,24
Q69291,Volker Eckert,38
Q69294,Karl Gottlob Zumpt,35
Q69297,Otto Hirschfeld,33
Q69299,Christophe Moehrlen,34
Q69303,Johann Fischart,26
Q69304,"Ludwig III, Count of Württemberg",35
Q69306,Margarete Steiff,17
Q69310,"Ludwig II, Count of Württemberg",32
Q69311,Ottilie Wildermuth,29
Q69314,Loki Schmidt,30
Q69317,Rudolf of Zähringen,35
Q69320,Curt Goetz,25
Q69322,René Schickele,20
Q69325,"Herman I, Margrave of Baden",19
Q69327,"Ludwig I, Count of Württemberg",31
Q69332,"Herman V, Margrave of Baden-Baden",34
Q69334,"Berthold IV, Duke of Zähringen",27
Q69336,Maria of Bohemia,16
Q69339,Nathaniel Hawthorne,35
Q69342,Johann Amerbach,40
Q69349,Lothar Späth,35
Q69350,"Hartmann, Count of Württemberg",19
Q69351,Muhammad ibn Abd al-Wahhab,18
Q69352,Friedrich Kluge,28
Q69353,Herman III,36
Q69359,"Eberhard II, Count of Württemberg",16
Q69363,Cäsar Flaischlen,25
Q69366,Willy Hellpach,21
Q69369,Walther Schwieger,20
Q69373,Vincenz Müller,33
Q69376,August Wilhelmj,38
Q69379,Louis Krages,30
Q69382,Gustav Knuth,17
Q69384,Martin Gropius,19
Q69386,Heinrich Bürger,38
Q69392,Werner Braune,36
Q69394,Otto Franke,15
Q69395,Rudolf von Bennigsen,21
Q69397,Christian Graf von Krockow,30
Q69400,Johann Vierdanck,14
Q69406,Karl vom Stein zum Altenstein,15
Q69408,Johannes Conrad Schauer,27
Q69409,Ludimar Hermann,31
Q69411,Karl Freiherr von Müffling,37
Q69412,Rolf Landauer,27
Q69414,Friedrich Gottlob Hayne,23
Q69416,"Christian Friedrich, Baron Stockmar",29
Q69418,Ulrich Kleemann,18
Q69420,"Friedrich Wilhelm, Prince of Hohenzollern",34
Q69421,Cornell Borchers,14
Q69422,Anna Karolina Orzelska,35
Q69425,Duchess Marie of Mecklenburg,37
Q69427,Sabina of Bavaria,24
Q69428,Kasimir Edschmid,36
Q69430,Peter Scholl-Latour,21
Q69432,Quirinus Kuhlmann,30
Q69435,Fritz Bracht,31
Q69439,Amalia von Helvig,33
Q69440,Johann Rudolph Ahle,20
Q69444,Karl-Michael Vogler,15
Q69446,"Karl August, 10th Prince of Thurn and Taxis",23
Q69447,Frieda von Richthofen,27
Q69449,"John Ernest I, Duke of Saxe-Weimar",37
Q69450,Henry III of Nassau-Breda,16
Q69452,Friedrich Wilhelm Rüstow,25
Q69454,"Victor Amadeus, Prince of Anhalt-Bernburg",22
Q69456,"Christian II, Prince of Anhalt-Bernburg",39
Q69459,"Adolf William, Duke of Saxe-Eisenach",39
Q69462,Catherine of Mecklenburg,32
Q69465,Prince Heinrich of Bavaria,38
Q69468,"Albert IV, Duke of Saxe-Eisenach",27
Q69470,Max Friz,16
Q69473,Wilhelm Kreis,14
Q69475,Karl-Heinz Moehle,25
Q69478,Philipp Johann Heinrich Fauth,36
Q69483,Arthur Rudolf Hantzsch,19
Q69485,Martin Scherber,17
Q69496,Franz von Gruithuisen,35
Q69501,Franz Brendel,40
Q69504,Louise Elisabeth of Courland,39
Q69521,Johann von Lamont,40
Q69524,Klaus Michael Grüber,18
Q69526,Wilhelm His,26
Q69529,Bernhard Karl von Koehne,40
Q69534,Sebastian Sailer,21
Q69536,Adam Karl August von Eschenmayer,24
Q69538,Wilhelm Morgner,19
Q69541,"John Frederick, Count Palatine of Sulzbach-Hilpoltstein",27
Q69543,Karl Grün,39
Q69547,Friedrich Ludewig Bouterwek,23
Q69550,Ewald von Kleist-Schmenzin,17
Q69552,Carl Julius Bernhard Börner,16
Q69554,Eduard von Martens,40
Q69557,Karoline Bauer,27
Q69559,Gottfried Ludolf Camphausen,32
Q69562,Ulay,15
Q69566,Jean Henri Riesener,34
Q69571,Wilhelm Schlenk,28
Q69573,Ajmal Kasab,23
Q69574,Wilhelm Uhde,18
Q69575,Abdul Qayyum Khan,38
Q69578,Gisela Uhlen,16
Q69580,Heinrich Hollreiser,36
Q69582,Muhammad Hayat Khan,24
Q69589,Georg-Wilhelm Postel,33
Q69592,Fritz Becker,32
Q69594,Wilhelm Weinberg,32
Q69597,Werner Mummert,33
Q69599,Horst Niemack,27
Q69602,Wilhelm Stieber,20
Q69605,Friedrich Kühn,35
Q69607,William I of Guelders and Jülich,14
Q69609,Otto Nagel,33
Q69611,Wolfgang Fischer,24
Q69613,Wilhelm Reiss,23
Q69617,Hans Jordan,20
Q69618,"Philip, Duke of Palatinate-Neuburg",35
Q69620,"Otto IV, Count of Wittelsbach",31
Q69622,Engelbert II of the Mark,36
Q69624,Hermann Recknagel,27
Q69626,Henry of Schweinfurt,31
Q69630,Fritz-Hubert Gräser,23
Q69634,Arthur Kronfeld,27
Q69636,Oskar Pfungst,39
Q69638,Therese Giehse,34
Q69645,Fritz Feld,14
Q69646,Werner Müller,31
Q69648,Brigitte Mira,31
Q69651,Eduard Bendemann,38
Q69655,Prince Johann Ernst of Saxe-Weimar,35
Q69656,Gustav Gassner,14
Q69661,Rolf Hoppe,15
Q69662,Christian Friedrich Hornschuch,21
Q69664,Johann Gottfried Schnabel,29
Q69667,Johann Franck,39
Q69672,Wilhelm Sauer,27
Q69676,Gustav Schreck,23
Q69685,Georg Friedrich Creuzer,32
Q69687,Toussaint de Charpentier,17
Q69691,Johann Caspar Aiblinger,31
Q69692,Theodor Leber,36
Q69694,"William II, Margrave of Meissen",20
Q69698,Nikolaus Becker,24
Q69701,"Albert, Prince of Schwarzburg-Rudolstadt",26
Q69703,Adam Grünewald,26
Q69707,Karoline Jagemann,16
Q69708,Charles de Steuben,40
Q69712,Johann von Dallwitz,17
Q69719,Wolfgang Heine,40
Q69720,Tatiana von Metternich-Winneburg,29
Q69725,Heinrich Müller,17
Q69727,Wilhelm Bölsche,37
Q69730,Paul Ogorzow,36
Q69731,Georg Sabinus,15
Q69733,Rudolf Brazda,34
Q69736,Georg Friedrich von Reichenbach,27
Q69737,Maurice of the Palatinate,29
Q69740,Augustin Theiner,31
Q69743,August Zehender,31
Q69748,Leonhard Graf von Blumenthal,30
Q69753,Michael Kühnen,26
Q69755,August Breithaupt,29
Q69756,Henryk z Wierzbnej,20
Q69758,Heinrich Kühn,32
Q69761,"Herman, Margrave of Brandenburg-Salzwedel",34
Q69764,Elisabeth of Nuremberg,28
Q69767,Siegfried Günter,31
Q69770,Daniel Ernst Jablonski,37
Q69776,Germaine Krull,18
Q69779,Robert Wartenberg,20
Q69782,Gerhard Wahrig,28
Q69784,Hans Joachim Alpers,20
Q69785,"Ernest Frederick, Margrave of Baden-Durlach",27
Q69789,Carl Bechstein,14
Q69792,Gunther Plüschow,31
Q69794,Theodor Ziehen,26
Q69796,Heinrich Ahrens,31
Q69799,Karl Dietrich Bracher,33
Q69801,Otto Wilhelm Madelung,28
Q69803,Ernst Maisel,17
Q69809,Franz Georg Philipp Buchenau,14
Q69813,Hermann Zabel,25
Q69815,Georg Franz Hoffmann,34
Q69816,Paul Amman,21
Q69818,Lucas Osiander the Elder,30
Q69820,Richard Semon,34
Q69821,Dietrich von Müller,26
Q69823,Hans Sennholz,22
Q69825,Julius von Soden,39
Q69828,Rudolf Spanner,36
Q69833,Artur Dinter,21
Q69834,Bernard Altum,30
Q69838,Karl Bähre,27
Q69841,Friedrich Hornemann,35
Q69843,Kurt Neumann,29
Q69846,Helmut Sick,35
Q69847,Friedrich Schlemm,27
Q69849,Julius von Verdy du Vernois,39
Q69851,Bruno Bräuer,33
Q69853,Klaus Köste,15
Q69856,Ernst Ising,40
Q69862,Carlos Thompson,19
Q69864,Dorothea Binz,15
Q69865,Carlo von Erlanger,16
Q69867,Victor Capesius,15
Q69870,Claire Waldoff,28
Q69872,Georg Lunge,17
Q69874,Eusebius Amort,39
Q69875,Ulrich von Türheim,36
Q69878,Maximilian Friedrich von Königsegg-Rothenfels,15
Q69881,Werner Peters,32
Q69884,Eric Muhsfeldt,15
Q69886,Damian Hugo Philipp von Schönborn,22
Q69892,Cuno of Praeneste,31
Q69894,Bodo von Borries,36
Q69896,Christian Hülsen,31
Q69898,"John Louis II, Prince of Anhalt-Zerbst",22
Q69900,Rolf Rendtorff,27
Q69904,Franz Georg von Schönborn,30
Q69907,Hans von Tschammer und Osten,22
Q69910,Duke Louis of Mecklenburg-Schwerin,16
Q69912,Wilhelm Taubert,36
Q69916,Prince John August of Saxe-Gotha-Altenburg,32
Q69917,Hans von der Groeben,15
Q69920,Karl Fischer,19
Q69922,Elisabeth of Lorraine,17
Q69925,Heinrich Gottfried von Mattuschka,26
Q69927,"Henry Frederick, Count of Hohenlohe-Langenburg",33
Q69929,Princess Amalie of Saxony,14
Q69939,Johann August Ephraim Goeze,40
Q69941,Hans Kahle,25
Q69946,Andreas Heckmair,39
Q69947,"Engelbert III of the Marck, Archbishop of Cologne",20
Q69949,Reinhard Suhren,17
Q69951,Johann Uz,37
Q69953,Ernst Streng,21
Q69960,"Albert Anton, Prince of Schwarzburg-Rudolstadt",29
Q69962,"John Ernest II, Duke of Saxe-Weimar",23
Q69964,Wolfgang Ratke,40
Q69966,Tiana Lemnitz,31
Q69970,"Gustav Albrecht, 5th Prince of Sayn-Wittgenstein-Berleburg",40
Q69975,"Frederick I, Count Palatine of Simmern",18
Q69978,Alfred Wünnenberg,19
Q69980,Sibylle of Cleves,33
Q69984,Peter van Pels,14
Q69985,Theodoric of Landsberg,19
Q69987,"Christian Louis, Duke of Brunswick-Lüneburg",29
Q69989,Leberecht Maass,18
Q69993,Louise of Brandenburg-Schwedt,16
Q69994,Hermann Kemper,37
Q69997,"Charles II Otto, Count Palatine of Zweibrücken-Birkenfeld",35
Q69999,"Frederick Erdmann, Prince of Anhalt-Pless",29
Q70001,Wilhelm René de l'Homme de Courbière,30
Q70004,Peter Berglar,15
Q70006,Lotte Jacobi,29
Q70007,Albert Fraenkel,40
Q70009,Wenzel Jaksch,29
Q70011,Edith Picht-Axenfeld,37
Q70016,Eduard Strauch,30
Q70019,Anna of Veldenz,18
Q70021,Carl Reinhold August Wunderlich,20
Q70026,Albert Krantz,29
Q70028,Otto Jaekel,24
Q70031,Alfred Nehring,37
Q70037,Karl Adolf Lorenz,25
Q70039,Leonard Landois,23
Q70041,Carl Benjamin Klunzinger,40
Q70043,Friedrich Wilhelm Schneidewin,27
Q70045,Horst Kasner,27
Q70047,Rudolf Heinze,25
Q70049,Erich Zeigner,14
Q70053,Konrad Mutian,19
Q70056,Waldemar Kraft,22
Q70058,Erich Köhler,35
Q70060,August Lafontaine,27
Q70064,Hermann Lüdemann,29
Q70068,Robert Mertens,36
Q70071,Bernhard Dernburg,17
Q70073,Max Wilms,36
Q70079,Kurt Sethe,19
Q70081,Helene Wessel,17
Q70084,Hermann Sauppe,23
Q70087,Wilhelm Külz,39
Q70091,Friedelind Wagner,37
Q70096,Friedrich Joseph Haass,40
Q70098,Rudolf Moralt,16
Q70100,Albert von Maybach,38
Q70102,Bruno Schmitz,32
Q70103,Johann Ludwig Klüber,19
Q70105,Arthur Hoffmann,15
Q70107,Johann Baptist Alzog,14
Q70109,Sigmund Lebert,19
Q70111,Abraham von Franckenberg,36
Q70113,Hans Blüher,18
Q70114,"Victor I, Duke of Ratibor",25
Q70116,Victor Hensen,24
Q70117,Hermann Friedrich Graebe,24
Q70119,Paul Fagius,14
Q70121,Aenne Biermann,33
Q70127,Herbert Hagen,40
Q70128,Willy Hess,38
Q70132,Wilhelm Cohn,35
Q70136,Paul E. Kahle,31
Q70138,Abraham Mendelssohn Bartholdy,28
Q70140,Paul Warburg,30
Q70144,Gustav Becker,40
Q70147,Felix Fabri,28
Q70156,Emil Schürer,32
Q70158,Joachim Nicolas Eggert,23
Q70162,Hanna Maron,36
Q70164,Johann Thölde,14
Q70168,Joachim Hämmerling,32
Q70170,Georg Konrad Morgen,18
Q70174,Siegfried Palm,25
Q70177,Frida Leider,30
Q70181,Günter von Drenkmann,39
Q70183,"Ernest, Margrave of Baden-Durlach",17
Q70187,Ernst Bauer,14
Q70189,"George William, Count Palatine of Zweibrücken-Birkenfeld",35
Q70200,Paul Oppenheim,23
Q70203,Duke Christian Louis of Mecklenburg,16
Q70209,Hermann Klaatsch,27
Q70211,Bernhard von Cotta,25
Q70213,"Maurice Wilhelm, Duke of Saxe-Merseburg",17
Q70215,Wolfgang Leonhard,27
Q70217,Josef Bachmann,14
Q70218,Wilhelm Buck,30
Q70220,August Friedrich Ferdinand von der Goltz,32
Q70223,"Ezekiel, Freiherr von Spanheim",21
Q70225,Jost Metzler,19
Q70226,Georg Kaibel,30
Q70230,John I,15
Q70233,Gerhard Anschütz,32
Q70236,Joseph Hubert Reinkens,29
Q70238,Jakob Heine,20
Q70244,Princess Maria Christina of Saxony,38
Q70246,Josef Stübben,33
Q70249,Ludwig Hassenpflug,18
Q70251,Walter Giller,24
Q70253,Paul Oswald Ahnert,23
Q70255,Walter Wislicenus,23
Q70258,Georg Groddeck,32
Q70261,Winrich Behr,30
Q70263,Franz Etzel,39
Q70265,Albert Knapp,25
Q70269,Iwan Bloch,34
Q70270,Ruth Leuwerik,28
Q70272,Carl Ludwig Christian Rümker,26
Q70274,Daniel Küblböck,40
Q70279,Jürgen Marcus,31
Q70282,Evelyn Hamann,27
Q70286,Emil von Sydow,30
Q70289,Käthe Haack,35
Q70292,Ernst Zinner,38
Q70296,Karl Friedrich Küstner,26
Q70298,Marquard Bohm,35
Q70300,Robert Gernhardt,27
Q70301,Richard Anschütz,18
Q70303,Chris Roberts,34
Q70305,Sonja Ziemann,21
Q70309,Charles Régnier,26
Q70310,Johannes Sleidanus,14
Q70312,Lothar Koch,30
Q70314,Friedrich Balduin von Gagern,17
Q70316,Adolf Diekmann,27
Q70318,Johann Heinrich Merck,16
Q70320,Wilhelm von Giesebrecht,24
Q70322,Johann Wigand,20
Q70324,Alois von Brinz,14
Q70326,Pierre Beaumarchais,19
Q70327,Theodore Oesten,40
Q70329,Carl Benedict Hase,29
Q70333,Siegmund Jakob Baumgarten,14
Q70335,Hans Mommsen,33
Q70337,Ludwig Bohnstedt,27
Q70338,Daniel Gotthilf Moldenhawer,23
Q70340,Gerhard Wilck,29
Q70342,Johann Andreas Cramer,31
Q70344,Karl Heinrich Graf,32
Q70346,Lucas David,21
Q70348,Wilhelm Adolf Becker,21
Q70350,Karl Joseph Simrock,37
Q70352,Johann Georg Walch,22
Q70354,Wilhelm Fahrmbacher,36
Q70356,Friedrich Wilhelm Gotter,38
Q70358,"Albert VI, Duke of Mecklenburg",32
Q70360,Arthur Rudolph,40
Q70362,Kurt Weitzmann,23
Q70366,Oskar Messter,28
Q70370,Johann Mohr,38
Q70371,Adalbert Schnee,37
Q70372,Friedrich Heinrich Geffcken,35
Q70373,Richard Adelbert Lipsius,34
Q70374,Karl Herxheimer,40
Q70376,Karl Wilhelm Ludwig Müller,38
Q70380,Elena Gerhardt,31
Q70382,Stephan Agricola,27
Q70384,Otto Sendtner,23
Q70386,Chris Welp,16
Q70394,Johann Joachim Spalding,23
Q70396,Alfred Kerr,30
Q70400,Ludwig Suthaus,20
Q70401,Karl Kehrle,34
Q70404,Friedrich Hendrix,22
Q70410,August Soller,14
Q70413,Dietrich Nikolaus Winkel,33
Q70415,Johann Adolf Schlegel,32
Q70417,Jakob Adlung,27
Q70419,Heinrich Roth,38
Q70421,August Conrady,24
Q70423,Wolfgang Helbig,28
Q70425,Christoph von Scheurl,16
Q70435,Ludwig Robert,17
Q70437,Perry Broad,36
Q70439,Karl Friedrich von dem Knesebeck,26
Q70441,Jean-François Oeben,23
Q70443,Moritz August von Thümmel,21
Q70445,Daniel Schenkel,40
Q70447,Heinrich Förster,14
Q70449,Michael Westphal,34
Q70451,Franz Beyer,17
Q70453,Julius Müller,24
Q70455,Karl Steinbuch,22
Q70457,Maurice Schlesinger,31
Q70460,Gustav Andreas Tammann,16
Q70462,Thomas Nipperdey,23
Q70465,Gustav von Vaerst,36
Q70468,Otto von Bülow,36
Q70471,Henry Nicholas Bolander,21
Q70474,Ludwig von Friedeburg,17
Q70476,Walter Friedländer,27
Q70478,Hermann Fränkel,37
Q70484,Charles Alten,29
Q70487,Karl von Fischer,16
Q70489,Hans Nielsen,40
Q70492,Morris Simmonds,23
